date,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,weather_main,weather_description
2024-05-23 01:00:00,11.38,10.61,1014,78,7.69,75,10000,9.26,310,Clouds,broken clouds
2024-05-23 01:30:00,11.05,10.22,1014,77,7.18,75,10000,10.8,300,Clouds,broken clouds
2024-05-23 02:00:00,10.6,9.78,1013,79,7.11,75,10000,11.32,300,Clouds,broken clouds
2024-05-23 02:30:00,10.75,9.81,1014,74,6.31,75,10000,11.18,300,Clouds,broken clouds
2024-05-23 03:00:00,10.75,9.76,1014,72,5.91,75,10000,9.77,310,Clouds,broken clouds
2024-05-23 03:30:00,10.6,9.62,1014,73,5.97,75,10000,11.32,310,Clouds,broken clouds
2024-05-23 04:00:00,9.97,6.11,1014,78,6.32,75,10000,10.29,310,Clouds,broken clouds
2024-05-23 04:30:00,9.85,6.17,1014,78,6.2,75,10000,9.26,300,Clouds,broken clouds
2024-05-23 05:00:00,10.17,9.15,1015,73,5.55,75,10000,9.77,310,Clouds,broken clouds
2024-05-23 05:30:00,9.84,6.16,1014,75,5.62,75,10000,9.26,300,Clouds,broken clouds
2024-05-23 06:00:00,9.84,6.28,1014,75,5.62,75,10000,8.75,310,Clouds,broken clouds
2024-05-23 06:30:00,9.85,6.29,1015,75,5.63,75,10000,8.75,290,Clouds,broken clouds
2024-05-23 07:00:00,10.29,9.28,1015,73,5.67,75,10000,7.2,290,Clouds,broken clouds
2024-05-23 07:30:00,10.42,9.42,1015,73,5.79,75,10000,8.75,300,Clouds,broken clouds
2024-05-23 08:00:00,10.49,9.53,1015,74,6.06,75,10000,10.29,300,Clouds,broken clouds
2024-05-23 08:30:00,11.59,10.55,1016,67,5.68,75,10000,9.77,310,Clouds,broken clouds
2024-05-23 09:00:00,11.38,10.3,1015,66,5.26,75,10000,8.75,310,Clouds,broken clouds
2024-05-23 09:30:00,11.45,10.37,1016,66,5.33,75,10000,8.75,310,Rain,light rain
2024-05-23 10:00:00,11.38,10.32,1016,67,5.48,75,10000,8.49,310,Rain,light rain
2024-05-23 10:30:00,11.56,10.52,1016,67,5.65,75,10000,8.23,300,Rain,light rain
2024-05-23 11:00:00,11.63,10.62,1016,68,5.93,75,10000,8.23,300,Rain,light rain
2024-05-23 11:30:00,11.63,10.62,1016,68,5.93,75,10000,8.75,310,Clouds,broken clouds
2024-05-23 12:00:00,12.25,11.25,1017,66,6.09,75,10000,9.26,300,Rain,light rain
2024-05-23 12:30:00,12.29,11.19,1016,62,5.23,75,10000,8.23,300,Clouds,broken clouds
2024-05-23 13:00:00,13.08,12.04,1016,61,5.74,75,10000,8.75,300,Clouds,broken clouds
2024-05-23 13:30:00,13.31,12.34,1016,63,6.42,75,10000,10.29,300,Clouds,broken clouds
2024-05-23 14:00:00,13.42,12.41,1016,61,6.06,75,10000,10.29,310,Clouds,broken clouds
2024-05-23 14:30:00,13.69,12.73,1016,62,6.55,75,10000,10.28,300,Clouds,broken clouds
2024-05-23 15:00:00,14.52,13.57,1017,59,6.61,75,10000,9.26,300,Clouds,broken clouds
2024-05-23 15:30:00,13.51,12.56,1016,63,6.61,75,10000,9.26,290,Clouds,broken clouds
2024-05-23 16:00:00,14.12,13.15,1017,60,6.48,75,10000,8.75,300,Clouds,broken clouds
2024-05-23 16:30:00,13.88,12.86,1017,59,6.01,75,10000,7.72,320,Clouds,broken clouds
2024-05-23 17:00:00,13.73,12.75,1017,61,6.35,75,10000,7.72,320,Clouds,broken clouds
2024-05-23 17:30:00,13.65,12.66,1017,61,6.28,75,10000,6.69,330,Clouds,broken clouds
2024-05-23 18:00:00,13.5,12.52,1017,62,6.37,75,10000,6.69,320,Clouds,broken clouds
2024-05-23 18:30:00,13.29,12.29,1017,62,6.17,75,10000,6.69,310,Clouds,broken clouds
2024-05-23 19:00:00,12.79,11.85,1016,66,6.6,75,10000,5.66,310,Clouds,broken clouds
2024-05-23 19:30:00,12.97,11.94,1017,62,5.87,75,10000,6.69,310,Clouds,broken clouds
2024-05-23 20:00:00,12.81,11.79,1017,63,5.95,75,10000,7.2,330,Clouds,broken clouds
2024-05-23 20:30:00,12.18,11.23,1016,68,6.46,75,10000,7.2,320,Clouds,broken clouds
2024-05-23 21:00:00,12.2,11.17,1017,65,5.82,75,10000,6.69,310,Clouds,broken clouds
2024-05-23 21:30:00,11.95,10.92,1018,66,5.81,75,10000,6.69,310,Clouds,broken clouds
2024-05-23 22:00:00,11.74,10.75,1018,68,6.04,75,10000,6.69,310,Clouds,broken clouds
2024-05-23 22:30:00,11.74,10.75,1017,68,6.04,75,10000,5.66,300,Clouds,broken clouds
2024-05-23 23:00:00,11.54,10.53,1018,68,5.84,75,10000,6.17,300,Clouds,broken clouds
2024-05-23 23:30:00,11.54,10.5,1018,67,5.63,75,10000,6.69,300,Clouds,broken clouds
2024-05-24 00:00:00,11.26,10.24,1018,69,5.79,75,10000,6.17,290,Clouds,broken clouds
2024-05-24 00:30:00,11.26,10.24,1017,69,5.79,75,10000,5.66,280,Clouds,broken clouds
2024-05-24 01:00:00,11.26,10.3,1016,71,6.2,75,10000,5.66,280,Clouds,broken clouds
2024-05-24 01:30:00,10.63,9.73,1016,76,6.58,75,10000,5.14,290,Clouds,broken clouds
2024-05-24 02:00:00,10.63,9.76,1016,77,6.77,75,10000,5.66,270,Clouds,broken clouds
2024-05-24 02:30:00,10.51,9.65,1016,78,6.84,75,10000,6.17,280,Clouds,broken clouds
2024-05-24 03:00:00,10.79,9.88,1017,75,6.54,75,10000,6.17,280,Rain,light rain
2024-05-24 03:30:00,10.63,9.73,1017,76,6.58,75,10000,5.66,270,Drizzle,light intensity drizzle
2024-05-24 04:00:00,10.45,9.59,1017,78,6.78,75,10000,5.66,260,Clouds,broken clouds
2024-05-24 04:30:00,9.85,7.16,1016,83,7.1,75,10000,5.66,270,Drizzle,light intensity drizzle
2024-05-24 05:00:00,9.95,7.29,1017,81,6.85,75,10000,5.66,270,Drizzle,light intensity drizzle
2024-05-24 05:30:00,9.39,6.69,1016,85,7,75,10000,5.36,270,Drizzle,light intensity drizzle
2024-05-24 06:00:00,9.39,6.69,1016,86,7.17,75,10000,5.36,270,Drizzle,light intensity drizzle
2024-05-24 06:30:00,9.53,6.95,1017,87,7.48,75,10000,5.14,230,Drizzle,light intensity drizzle
2024-05-24 07:00:00,9.53,7.15,1017,88,7.64,75,10000,4.63,270,Drizzle,light intensity drizzle
2024-05-24 07:30:00,9.53,6.76,1016,88,7.64,75,8000,5.66,270,Rain,light rain
2024-05-24 08:00:00,9.17,6.5,1016,92,7.94,75,9000,5.14,270,Rain,light rain
2024-05-24 08:30:00,9.55,6.97,1017,92,8.32,75,9000,5.14,270,Rain,light rain
2024-05-24 09:00:00,9.6,6.85,1017,92,8.37,75,9000,5.66,260,Rain,light rain
2024-05-24 09:30:00,9.6,7.24,1017,93,8.53,75,9000,4.63,260,Rain,light rain
2024-05-24 10:00:00,9.55,6.79,1018,93,8.48,75,9000,5.66,260,Rain,light rain
2024-05-24 10:30:00,10.12,9.59,1018,92,8.88,75,3500,5.14,270,Drizzle,light intensity drizzle rain
2024-05-24 11:00:00,10.26,9.74,1018,92,9.02,75,6000,5.66,270,Drizzle,light intensity drizzle rain
2024-05-24 11:30:00,10.57,10.11,1018,93,9.49,75,4000,5.36,270,Drizzle,light intensity drizzle rain
2024-05-24 12:00:00,10.6,10.14,1017,93,9.52,75,5000,5.14,260,Drizzle,light intensity drizzle rain
2024-05-24 12:30:00,11.56,11.1,1018,89,9.81,75,3500,5.66,270,Drizzle,light intensity drizzle rain
2024-05-24 13:00:00,11.09,10.66,1017,92,9.84,75,6000,4.63,270,Drizzle,light intensity drizzle rain
2024-05-24 13:30:00,11.34,10.93,1017,92,10.09,75,6000,4.63,270,Drizzle,light intensity drizzle rain
2024-05-24 14:00:00,12,11.63,1017,91,10.58,75,7000,5.66,270,Drizzle,light intensity drizzle rain
2024-05-24 14:30:00,12.35,11.94,1017,88,10.42,75,10000,6.17,280,Drizzle,light intensity drizzle rain
2024-05-24 15:00:00,12.35,11.99,1017,90,10.76,75,10000,5.14,280,Clouds,broken clouds
2024-05-24 15:30:00,12.63,12.22,1017,87,10.53,75,10000,4.12,270,Clouds,broken clouds
2024-05-24 16:00:00,12.3,11.81,1018,85,9.85,75,10000,4.63,280,Clouds,broken clouds
2024-05-24 16:30:00,12.3,11.83,1017,86,10.03,75,10000,4.12,280,Drizzle,light intensity drizzle rain
2024-05-24 17:00:00,12.3,11.86,1017,87,10.2,75,10000,3.09,260,Drizzle,light intensity drizzle
2024-05-24 17:30:00,12.41,11.98,1017,87,10.31,75,10000,2.57,260,Clouds,broken clouds
2024-05-24 18:00:00,12.41,11.95,1017,86,10.14,75,10000,2.57,270,Clouds,broken clouds
2024-05-24 18:30:00,12.75,12.27,1017,84,10.12,75,10000,2.06,250,Clouds,broken clouds
2024-05-24 19:00:00,12.7,12.19,1017,83,9.89,75,10000,2.57,280,Clouds,broken clouds
2024-05-24 19:30:00,13.08,12.58,1017,82,10.08,75,10000,2.57,260,Clouds,broken clouds
2024-05-24 20:00:00,12.83,12.39,1017,85,10.37,75,10000,2.57,220,Clouds,broken clouds
2024-05-24 20:30:00,12.53,12.08,1017,86,10.25,75,10000,2.57,220,Clouds,broken clouds
2024-05-24 21:00:00,12.41,12,1017,88,10.48,75,10000,2.06,150,Clouds,broken clouds
2024-05-24 21:30:00,12.12,11.71,1017,89,10.36,75,10000,3.09,150,Clouds,broken clouds
2024-05-24 22:00:00,12.07,11.66,1018,89,10.31,75,10000,2.06,150,Clouds,broken clouds
2024-05-24 22:30:00,11.94,11.51,1018,89,10.19,75,10000,2.57,160,Clouds,broken clouds
2024-05-24 23:00:00,11.94,11.49,1018,88,10.02,75,10000,2.06,160,Clouds,broken clouds
2024-05-24 23:30:00,11.71,11.31,1017,91,10.29,75,10000,1.54,170,Clouds,broken clouds
2024-05-25 00:00:00,11.66,11.23,1017,90,10.08,75,10000,1.54,0,Clouds,broken clouds
2024-05-25 00:30:00,11.29,10.85,1017,91,9.88,75,10000,1.54,130,Clouds,broken clouds
2024-05-25 01:00:00,11.29,10.85,1017,91,9.88,75,10000,2.06,100,Clouds,broken clouds
2024-05-25 01:30:00,11.26,10.84,1017,92,10.01,75,10000,1.54,0,Clouds,broken clouds
2024-05-25 02:00:00,11.12,10.64,1017,90,9.54,75,10000,1.54,0,Clouds,broken clouds
2024-05-25 02:30:00,10.99,10.47,1017,89,9.25,75,10000,2.06,140,Clouds,broken clouds
2024-05-25 03:00:00,10.99,10.44,1017,88,9.08,75,10000,1.54,0,Clouds,broken clouds
2024-05-25 03:30:00,10.98,10.35,1017,85,8.56,75,10000,2.57,140,Clouds,broken clouds
2024-05-25 04:00:00,10.91,10.2,1017,82,7.96,75,10000,3.6,140,Clouds,broken clouds
2024-05-25 04:30:00,10.91,10.17,1017,81,7.78,75,10000,3.6,140,Clouds,broken clouds
2024-05-25 05:00:00,10.91,10.17,1017,81,7.78,75,10000,4.63,150,Clouds,broken clouds
2024-05-25 05:30:00,10.34,9.62,1016,84,7.76,75,10000,4.63,160,Clouds,broken clouds
2024-05-25 06:00:00,10.51,9.78,1017,83,7.75,75,10000,4.12,160,Clouds,broken clouds
2024-05-25 06:30:00,11.13,10.47,1016,83,8.36,75,10000,3.6,150,Clouds,broken clouds
2024-05-25 07:00:00,12.18,11.49,1017,78,8.46,20,10000,4.63,160,Clouds,few clouds
2024-05-25 07:30:00,12.13,11.46,1017,79,8.6,20,10000,4.63,150,Clouds,few clouds
2024-05-25 08:00:00,12.3,11.62,1017,78,8.58,75,10000,5.66,160,Clouds,broken clouds
2024-05-25 08:30:00,12.73,12.1,1016,78,9,40,10000,4.63,160,Clouds,scattered clouds
2024-05-25 09:00:00,12.91,12.29,1016,78,9.17,40,10000,5.66,160,Clouds,scattered clouds
2024-05-25 09:30:00,13.63,13.06,1016,77,9.68,75,10000,5.66,140,Clouds,broken clouds
2024-05-25 10:00:00,13.38,12.73,1016,75,9.05,75,10000,6.69,150,Clouds,broken clouds
2024-05-25 10:30:00,14.17,13.57,1016,74,9.61,75,10000,6.17,140,Clouds,broken clouds
2024-05-25 11:00:00,14.76,14.15,1015,71,9.56,75,10000,7.2,140,Clouds,broken clouds
2024-05-25 11:30:00,14.81,14.1,1015,67,8.75,75,10000,6.69,140,Clouds,broken clouds
2024-05-25 12:00:00,14.98,14.28,1015,67,8.91,75,10000,6.17,140,Clouds,broken clouds
2024-05-25 12:30:00,14.98,14.26,1015,66,8.69,75,10000,6.69,140,Clouds,broken clouds
2024-05-25 13:00:00,14.98,14.41,1015,72,9.98,75,10000,6.69,140,Clouds,broken clouds
2024-05-25 13:30:00,15.35,14.79,1014,71,10.13,75,10000,6.69,140,Clouds,broken clouds
2024-05-25 14:00:00,15.49,14.95,1014,71,10.26,75,10000,7.72,130,Clouds,broken clouds
2024-05-25 14:30:00,15.58,15.07,1014,72,10.56,75,10000,7.72,130,Clouds,broken clouds
2024-05-25 15:00:00,15.15,14.57,1014,71,9.93,75,10000,7.72,150,Clouds,broken clouds
2024-05-25 15:30:00,15.28,14.61,1014,67,9.2,75,10000,7.72,150,Clouds,broken clouds
2024-05-25 16:00:00,15.53,14.84,1013,65,8.99,75,10000,7.72,150,Clouds,broken clouds
2024-05-25 16:30:00,15.54,14.85,1013,65,8.99,75,10000,7.72,150,Clouds,broken clouds
2024-05-25 17:00:00,15.43,14.73,1012,65,8.89,75,10000,7.72,150,Clouds,broken clouds
2024-05-25 17:30:00,15.31,14.67,1012,68,9.45,75,10000,7.72,150,Clouds,broken clouds
2024-05-25 18:00:00,15.41,14.7,1012,65,8.87,75,10000,7.2,140,Clouds,broken clouds
2024-05-25 18:30:00,14.7,13.98,1011,67,8.64,75,10000,7.2,140,Clouds,broken clouds
2024-05-25 19:00:00,13.92,13.3,1012,74,9.37,75,10000,5.14,170,Rain,light rain
2024-05-25 19:30:00,13.38,12.73,1011,75,9.05,75,10000,5.14,170,Rain,light rain
2024-05-25 20:00:00,13.08,12.43,1011,76,8.95,75,10000,4.12,150,Rain,light rain
2024-05-25 20:30:00,12.68,12.07,1011,79,9.14,75,10000,4.12,150,Rain,light rain
2024-05-25 21:00:00,12.3,11.65,1011,79,8.77,75,10000,5.14,150,Rain,light rain
2024-05-25 21:30:00,12.42,11.75,1012,78,8.7,75,10000,5.66,160,Rain,light rain
2024-05-25 22:00:00,12.31,11.63,1011,78,8.59,75,10000,3.09,130,Rain,light rain
2024-05-25 22:30:00,11.94,11.38,1011,84,9.32,75,10000,3.6,130,Rain,light rain
2024-05-25 23:00:00,11.34,10.8,1011,87,9.26,75,10000,5.14,150,Rain,light rain
2024-05-25 23:30:00,11.29,10.8,1011,89,9.55,75,10000,5.14,110,Rain,light rain
2024-05-26 00:00:00,11.29,10.8,1010,89,9.55,75,10000,4.12,110,Rain,light rain
2024-05-26 00:30:00,11.29,10.85,1010,91,9.88,75,10000,4.12,110,Rain,light rain
2024-05-26 01:00:00,10.99,10.52,1010,91,9.58,75,10000,5.14,130,Rain,light rain
2024-05-26 01:30:00,10.99,10.52,1010,91,9.58,75,10000,5.14,130,Rain,light rain
2024-05-26 02:00:00,10.99,10.49,1010,90,9.42,75,10000,5.14,120,Rain,light rain
2024-05-26 02:30:00,10.87,10.39,1009,91,9.46,75,10000,5.14,120,Rain,light rain
2024-05-26 03:00:00,10.64,10.16,1009,92,9.4,75,10000,3.6,130,Rain,light rain
2024-05-26 03:30:00,10.64,10.19,1009,93,9.56,75,10000,3.6,140,Rain,light rain
2024-05-26 04:00:00,10.87,10.39,1008,91,9.46,75,10000,4.12,140,Rain,light rain
2024-05-26 04:30:00,10.87,10.44,1008,93,9.78,75,10000,4.12,110,Rain,light rain
2024-05-26 05:00:00,10.87,10.44,1008,93,9.78,75,10000,3.6,140,Rain,light rain
2024-05-26 05:30:00,10.64,10.24,1008,95,9.87,75,10000,3.6,100,Rain,light rain
2024-05-26 06:00:00,10.64,10.21,1008,94,9.72,75,10000,3.09,120,Rain,light rain
2024-05-26 06:30:00,10.99,10.6,1008,94,10.06,75,10000,3.09,90,Rain,light rain
2024-05-26 07:00:00,11.11,10.73,1008,94,10.18,75,10000,3.09,100,Rain,light rain
2024-05-26 07:30:00,11.24,10.87,1009,94,10.31,75,10000,3.09,110,Rain,light rain
2024-05-26 08:00:00,11.24,10.87,1009,94,10.31,75,10000,3.6,110,Rain,light rain
2024-05-26 08:30:00,11.28,10.94,1008,95,10.51,75,10000,3.6,110,Rain,light rain
2024-05-26 09:00:00,11.28,10.94,1008,95,10.51,75,7000,4.12,80,Rain,light rain
2024-05-26 09:30:00,11.34,11.06,1008,97,10.88,75,2500,4.12,80,Drizzle,light intensity drizzle
2024-05-26 10:00:00,11.71,11.47,1007,97,11.25,75,7000,3.09,120,Rain,light rain
2024-05-26 10:30:00,11.71,11.47,1007,97,11.25,75,5000,3.6,110,Drizzle,light intensity drizzle
2024-05-26 11:00:00,11.61,11.31,1009,95,10.84,75,6000,4.12,100,Drizzle,light intensity drizzle
2024-05-26 11:30:00,11.98,11.74,1009,96,11.36,75,2000,4.02,100,Drizzle,light intensity drizzle rain
2024-05-26 12:00:00,12.23,11.99,1009,95,11.45,75,4000,4.02,100,Drizzle,light intensity drizzle rain
2024-05-26 12:30:00,12.72,12.55,1008,96,12.1,75,5000,2.06,130,Mist,mist
2024-05-26 13:00:00,13.27,13.16,1007,96,12.65,75,5000,2.57,70,Drizzle,light intensity drizzle rain
2024-05-26 13:30:00,14.55,14.52,1007,94,13.6,75,10000,2.57,60,Rain,light intensity shower rain
2024-05-26 14:00:00,14.86,14.73,1007,89,13.07,75,10000,2.06,40,Rain,moderate rain
2024-05-26 14:30:00,15.67,15.54,1007,86,13.34,75,10000,1.54,0,Rain,light rain
2024-05-26 15:00:00,14.7,14.39,1007,83,11.85,40,10000,5.66,230,Rain,light rain
2024-05-26 15:30:00,12.91,12.58,1008,89,11.14,75,5000,5.66,190,Rain,light intensity shower rain
2024-05-26 16:00:00,13.08,12.85,1008,92,11.81,75,6000,3.6,250,Thunderstorm,thunderstorm with light rain
2024-05-26 16:30:00,13.81,13.57,1008,89,12.03,75,8000,3.6,250,Rain,light rain
2024-05-26 17:00:00,13.4,13.12,1007,89,11.63,75,10000,5.14,230,Rain,light intensity shower rain
2024-05-26 17:30:00,13.51,13.29,1007,91,12.07,75,10000,5.14,230,Rain,light intensity shower rain
2024-05-26 18:00:00,13.43,13.18,1007,90,11.82,75,10000,4.63,220,Rain,light intensity shower rain
2024-05-26 18:30:00,13.5,13.18,1009,87,11.38,75,10000,4.63,220,Rain,light intensity shower rain
2024-05-26 19:00:00,12.44,12.12,1008,91,11.01,75,4500,4.12,250,Rain,shower rain
2024-05-26 19:30:00,12.03,11.69,1008,92,10.77,75,10000,4.12,250,Rain,moderate rain
2024-05-26 20:00:00,11.77,11.43,1008,93,10.68,75,10000,4.12,240,Rain,light rain
2024-05-26 20:30:00,11.72,11.38,1008,93,10.63,75,10000,4.12,240,Rain,light rain
2024-05-26 21:00:00,11.72,11.38,1008,93,10.63,75,10000,4.12,220,Rain,light rain
2024-05-26 21:30:00,11.71,11.36,1008,93,10.62,75,10000,4.12,220,Rain,light intensity shower rain
2024-05-26 22:00:00,11.6,11.24,1009,93,10.51,75,10000,5.14,260,Rain,light rain
2024-05-26 22:30:00,11.29,10.9,1009,93,10.2,75,10000,5.14,260,Rain,light rain
2024-05-26 23:00:00,11.29,10.9,1009,93,10.2,75,10000,5.66,240,Rain,light rain
2024-05-26 23:30:00,11.11,10.65,1009,91,9.7,75,10000,6.17,260,Rain,light rain
2024-05-27 00:00:00,11.11,10.63,1009,90,9.53,75,10000,5.66,240,Rain,light rain
2024-05-27 00:30:00,11.11,10.63,1009,90,9.53,75,10000,5.66,240,Rain,light rain
2024-05-27 01:00:00,10.64,10.14,1009,91,9.23,75,10000,6.17,240,Rain,light rain
2024-05-27 01:30:00,10.63,10.12,1009,91,9.22,75,10000,6.17,240,Clouds,broken clouds
2024-05-27 02:00:00,10.51,9.99,1009,91,9.1,75,10000,5.66,240,Rain,light rain
2024-05-27 02:30:00,10.46,9.96,1009,92,9.22,75,10000,5.66,240,Rain,light rain
2024-05-27 03:00:00,10.2,9.63,1009,90,8.63,75,10000,5.66,240,Clouds,broken clouds
2024-05-27 03:30:00,10.2,9.63,1010,90,8.63,75,10000,5.66,240,Clouds,broken clouds
2024-05-27 04:00:00,10.04,9.45,1010,90,8.48,75,10000,6.17,270,Rain,light rain
2024-05-27 04:30:00,9.81,7.11,1010,91,8.41,75,10000,5.66,240,Rain,light rain
2024-05-27 05:00:00,9.55,6.79,1010,91,8.16,75,10000,5.66,230,Clouds,broken clouds
2024-05-27 05:30:00,9.79,7.09,1010,91,8.39,75,10000,5.66,230,Clouds,broken clouds
2024-05-27 06:00:00,9.54,7.38,1010,91,8.15,75,10000,4.12,250,Clouds,broken clouds
2024-05-27 06:30:00,9.43,7.25,1010,89,7.71,75,10000,4.12,230,Rain,light rain
2024-05-27 07:00:00,9.54,7.38,1011,88,7.65,75,10000,4.12,240,Rain,light rain
2024-05-27 07:30:00,9.92,7.25,1011,89,8.19,40,10000,5.66,230,Clouds,scattered clouds
2024-05-27 08:00:00,10.75,10.1,1011,85,8.33,40,10000,6.17,230,Clouds,scattered clouds
2024-05-27 08:30:00,11.11,10.47,1011,84,8.51,75,10000,5.66,230,Clouds,broken clouds
2024-05-27 09:00:00,11.64,11.03,1011,83,8.85,75,10000,5.66,230,Rain,light rain
2024-05-27 09:30:00,12.25,11.65,1011,81,9.09,75,10000,5.66,240,Clouds,broken clouds
2024-05-27 10:00:00,13.1,12.48,1011,77,9.16,75,10000,5.66,230,Clouds,broken clouds
2024-05-27 10:30:00,13.19,12.6,1011,78,9.44,75,10000,5.66,220,Rain,light rain
2024-05-27 11:00:00,14.2,13.5,1012,70,8.81,75,10000,6.17,250,Rain,light rain
2024-05-27 11:30:00,13.73,13.06,1011,73,8.98,75,10000,4.63,240,Rain,light rain
2024-05-27 12:00:00,14.64,13.99,1011,70,9.24,40,10000,5.66,230,Rain,light rain
2024-05-27 12:30:00,14.12,13.47,1011,72,9.15,75,10000,5.14,220,Clouds,broken clouds
2024-05-27 13:00:00,14.51,13.9,1011,72,9.53,75,10000,5.66,220,Clouds,broken clouds
2024-05-27 13:30:00,15.09,14.56,1011,73,10.29,75,10000,6.17,200,Rain,light rain
2024-05-27 14:00:00,15.1,14.55,1011,72,10.1,75,10000,6.17,230,Rain,light rain
2024-05-27 14:30:00,15.18,14.69,1011,74,10.58,75,4000,6.17,220,Rain,light intensity shower rain
2024-05-27 15:00:00,15.11,14.61,1011,74,10.52,75,7000,6.17,230,Rain,light intensity shower rain
2024-05-27 15:30:00,16.15,15.62,1011,69,10.47,75,10000,5.14,220,Rain,light intensity shower rain
2024-05-27 16:00:00,15.92,15.32,1011,67,9.81,40,10000,5.14,220,Clouds,scattered clouds
2024-05-27 16:30:00,16.79,16.25,1011,66,10.41,40,10000,6.17,230,Rain,light intensity shower rain
2024-05-27 17:00:00,17.46,16.88,1010,62,10.11,75,10000,6.69,230,Rain,light rain
2024-05-27 17:30:00,17.19,16.61,1010,63,10.09,40,10000,6.69,230,Clouds,scattered clouds
2024-05-27 18:00:00,16.9,16.29,1010,63,9.82,75,10000,6.17,220,Clouds,broken clouds
2024-05-27 18:30:00,16.92,16.26,1011,61,9.36,40,10000,6.17,220,Clouds,scattered clouds
2024-05-27 19:00:00,16.69,16.03,1011,62,9.38,40,10000,5.14,220,Clouds,scattered clouds
2024-05-27 19:30:00,16.38,15.72,1011,63,9.33,20,10000,5.14,220,Clouds,few clouds
2024-05-27 20:00:00,16.06,15.39,1011,64,9.26,40,10000,6.17,200,Clouds,scattered clouds
2024-05-27 20:30:00,15.22,14.52,1011,66,8.92,40,10000,6.17,200,Clouds,scattered clouds
2024-05-27 21:00:00,14.53,13.97,1010,74,9.96,75,10000,5.14,210,Clouds,broken clouds
2024-05-27 21:30:00,13.27,12.66,1013,77,9.33,75,10000,5.14,210,Clouds,broken clouds
2024-05-27 22:00:00,13.27,12.66,1013,77,9.33,75,10000,4.63,190,Clouds,broken clouds
2024-05-27 22:30:00,13.36,12.68,1010,74,8.83,75,10000,4.63,190,Clouds,broken clouds
2024-05-27 23:00:00,13.33,12.76,1010,78,9.58,75,10000,4.63,200,Clouds,broken clouds
2024-05-27 23:30:00,13.33,12.76,1010,78,9.58,75,10000,4.63,200,Clouds,broken clouds
2024-05-28 00:00:00,12.39,11.72,1010,78,8.67,75,10000,4.12,210,Clouds,broken clouds
2024-05-28 00:30:00,12.67,12.06,1011,79,9.13,75,10000,4.12,210,Clouds,broken clouds
2024-05-28 01:00:00,12.66,12.07,1009,80,9.3,75,10000,4.12,210,Clouds,broken clouds
2024-05-28 01:30:00,12.73,12.17,1011,81,9.56,75,10000,4.12,210,Clouds,broken clouds
2024-05-28 02:00:00,12.65,12.14,1009,83,9.84,75,10000,2.57,180,Clouds,broken clouds
2024-05-28 02:30:00,12.65,12.19,1009,85,10.2,75,10000,3.09,150,Rain,light rain
2024-05-28 03:00:00,12.82,12.35,1008,84,10.19,75,10000,4.12,200,Rain,light rain
2024-05-28 03:30:00,12.64,12.21,1009,86,10.36,100,10000,4.12,200,Rain,light rain
2024-05-28 04:00:00,12.43,12.08,1009,90,10.84,75,10000,5.66,200,Rain,light rain
2024-05-28 04:30:00,12.49,12.2,1007,92,11.23,75,10000,5.66,200,Rain,light rain
2024-05-28 05:00:00,12.49,12.2,1007,92,11.23,75,10000,2.06,160,Rain,light rain
2024-05-28 05:30:00,12.49,12.22,1006,93,11.39,75,4000,3.6,150,Rain,moderate rain
2024-05-28 06:00:00,12.75,12.56,1006,95,11.97,75,6000,4.12,140,Rain,moderate rain
2024-05-28 06:30:00,13.05,12.84,1006,93,11.95,75,2500,5.66,150,Rain,moderate rain
2024-05-28 07:00:00,13.13,12.95,1006,94,12.19,75,4000,4.63,150,Rain,light rain
2024-05-28 07:30:00,13.71,13.56,1006,93,12.6,75,8000,4.12,150,Rain,light rain
2024-05-28 08:00:00,14.72,14.7,1007,94,13.76,75,10000,4.63,220,Rain,light rain
2024-05-28 08:30:00,14.83,14.85,1007,95,14.04,75,5000,5.66,220,Mist,mist
2024-05-28 09:00:00,15.63,15.62,1005,91,14.17,75,10000,6.17,230,Drizzle,light intensity drizzle
2024-05-28 09:30:00,15.78,15.76,1004,90,14.14,75,10000,6.69,230,Clouds,broken clouds
2024-05-28 10:00:00,16.2,16.2,1004,89,14.39,75,10000,5.66,230,Drizzle,light intensity drizzle
2024-05-28 10:30:00,17.07,17.05,1004,85,14.53,75,10000,6.17,230,Drizzle,light intensity drizzle
2024-05-28 11:00:00,16.69,16.66,1005,86,14.34,75,10000,6.69,240,Rain,light rain
2024-05-28 11:30:00,16.96,16.96,1005,86,14.6,75,10000,5.66,230,Rain,light rain
2024-05-28 12:00:00,17.85,17.83,1004,82,14.74,75,10000,6.69,250,Rain,light rain
2024-05-28 12:30:00,18.04,17.99,1005,80,14.54,75,10000,7.2,260,Rain,light rain
2024-05-28 13:00:00,18.08,17.93,1005,76,13.79,75,9000,8.23,240,Rain,light rain
2024-05-28 13:30:00,18.11,17.99,1005,77,14.02,75,10000,8.23,260,Clouds,broken clouds
2024-05-28 14:00:00,18.76,18.57,1005,72,13.61,75,10000,6.69,260,Clouds,broken clouds
2024-05-28 14:30:00,19.33,19.07,1005,67,13.05,75,10000,9.77,250,Clouds,broken clouds
2024-05-28 15:00:00,18.85,18.67,1004,72,13.7,75,10000,8.75,260,Clouds,broken clouds
2024-05-28 15:30:00,18.6,18.37,1004,71,13.24,40,10000,9.77,250,Rain,light rain
